"berkas_citra","nama"
"315__F_Left_little_finger.BMP","Sonia McDermott"
"315__F_Left_middle_finger.BMP","Sonia McDermott"
"315__F_Left_ring_finger.BMP","Sonia McDermott"
"315__F_Left_thumb_finger.BMP","Sonia McDermott"
"315__F_Right_index_finger.BMP","Sonia McDermott"
"315__F_Right_little_finger.BMP","Sonia McDermott"
"315__F_Right_middle_finger.BMP","Sonia McDermott"
"315__F_Right_ring_finger.BMP","Sonia McDermott"
"315__F_Right_thumb_finger.BMP","Sonia McDermott"
"316__M_Left_index_finger.BMP","Kent Torp"
"316__M_Left_little_finger.BMP","Kent Torp"
"316__M_Left_middle_finger.BMP","Kent Torp"
"316__M_Left_ring_finger.BMP","Kent Torp"
"316__M_Left_thumb_finger.BMP","Kent Torp"
"316__M_Right_index_finger.BMP","Kent Torp"
"316__M_Right_little_finger.BMP","Kent Torp"
"316__M_Right_middle_finger.BMP","Kent Torp"
"316__M_Right_ring_finger.BMP","Kent Torp"
"316__M_Right_thumb_finger.BMP","Kent Torp"
"317__M_Left_index_finger.BMP","Allan Price"
"317__M_Left_little_finger.BMP","Allan Price"
"317__M_Left_middle_finger.BMP","Allan Price"
"317__M_Left_ring_finger.BMP","Allan Price"
"317__M_Left_thumb_finger.BMP","Allan Price"
"317__M_Right_index_finger.BMP","Allan Price"
"317__M_Right_little_finger.BMP","Allan Price"
"317__M_Right_middle_finger.BMP","Allan Price"
"317__M_Right_ring_finger.BMP","Allan Price"
"317__M_Right_thumb_finger.BMP","Allan Price"
"318__F_Left_index_finger.BMP","Nicole Langosh"
"318__F_Left_little_finger.BMP","Nicole Langosh"
"318__F_Left_middle_finger.BMP","Nicole Langosh"
"318__F_Left_ring_finger.BMP","Nicole Langosh"
"318__F_Left_thumb_finger.BMP","Nicole Langosh"
"318__F_Right_index_finger.BMP","Nicole Langosh"
"318__F_Right_little_finger.BMP","Nicole Langosh"
"318__F_Right_middle_finger.BMP","Nicole Langosh"
"318__F_Right_ring_finger.BMP","Nicole Langosh"
"318__F_Right_thumb_finger.BMP","Nicole Langosh"
"319__M_Left_index_finger.BMP","Laurence Deckow III"
"319__M_Left_little_finger.BMP","Laurence Deckow III"
"319__M_Left_middle_finger.BMP","Laurence Deckow III"
"319__M_Left_ring_finger.BMP","Laurence Deckow III"
"319__M_Left_thumb_finger.BMP","Laurence Deckow III"
"319__M_Right_index_finger.BMP","Laurence Deckow III"
"319__M_Right_little_finger.BMP","Laurence Deckow III"
"319__M_Right_middle_finger.BMP","Laurence Deckow III"
"319__M_Right_ring_finger.BMP","Laurence Deckow III"
"319__M_Right_thumb_finger.BMP","Laurence Deckow III"
"320__M_Left_index_finger.BMP","Dr. Jennifer Schmeler"
"320__M_Left_little_finger.BMP","Dr. Jennifer Schmeler"
"320__M_Left_middle_finger.BMP","Dr. Jennifer Schmeler"
"320__M_Left_ring_finger.BMP","Dr. Jennifer Schmeler"
"320__M_Left_thumb_finger.BMP","Dr. Jennifer Schmeler"
"320__M_Right_index_finger.BMP","Dr. Jennifer Schmeler"
"320__M_Right_little_finger.BMP","Dr. Jennifer Schmeler"
"320__M_Right_middle_finger.BMP","Dr. Jennifer Schmeler"
"320__M_Right_ring_finger.BMP","Dr. Jennifer Schmeler"
"320__M_Right_thumb_finger.BMP","Dr. Jennifer Schmeler"
"321__M_Left_index_finger.BMP","Rhonda Waters"
"321__M_Left_little_finger.BMP","Rhonda Waters"
"321__M_Left_middle_finger.BMP","Rhonda Waters"
"321__M_Left_ring_finger.BMP","Rhonda Waters"
"321__M_Left_thumb_finger.BMP","Rhonda Waters"
"321__M_Right_index_finger.BMP","Rhonda Waters"
"321__M_Right_little_finger.BMP","Rhonda Waters"
"321__M_Right_middle_finger.BMP","Rhonda Waters"
"321__M_Right_ring_finger.BMP","Rhonda Waters"
"321__M_Right_thumb_finger.BMP","Rhonda Waters"
"322__M_Left_index_finger.BMP","Amos Oberbrunner"
"322__M_Left_little_finger.BMP","Amos Oberbrunner"
"322__M_Left_middle_finger.BMP","Amos Oberbrunner"
"322__M_Left_ring_finger.BMP","Amos Oberbrunner"
"322__M_Left_thumb_finger.BMP","Amos Oberbrunner"
"322__M_Right_index_finger.BMP","Amos Oberbrunner"
"322__M_Right_little_finger.BMP","Amos Oberbrunner"
"322__M_Right_middle_finger.BMP","Amos Oberbrunner"
"322__M_Right_ring_finger.BMP","Amos Oberbrunner"
"322__M_Right_thumb_finger.BMP","Amos Oberbrunner"
"323__M_Left_index_finger.BMP","Danny Schulist"
"323__M_Left_little_finger.BMP","Danny Schulist"
"323__M_Left_middle_finger.BMP","Danny Schulist"
"323__M_Left_ring_finger.BMP","Danny Schulist"
"323__M_Left_thumb_finger.BMP","Danny Schulist"
"323__M_Right_index_finger.BMP","Danny Schulist"
"323__M_Right_little_finger.BMP","Danny Schulist"
"323__M_Right_middle_finger.BMP","Danny Schulist"
"323__M_Right_ring_finger.BMP","Danny Schulist"
"323__M_Right_thumb_finger.BMP","Danny Schulist"
"324__M_Left_index_finger.BMP","Levi Simonis"
"324__M_Left_little_finger.BMP","Levi Simonis"
"324__M_Left_middle_finger.BMP","Levi Simonis"
"324__M_Left_ring_finger.BMP","Levi Simonis"
"324__M_Left_thumb_finger.BMP","Levi Simonis"
"324__M_Right_index_finger.BMP","Levi Simonis"
"324__M_Right_little_finger.BMP","Levi Simonis"
"324__M_Right_middle_finger.BMP","Levi Simonis"
"324__M_Right_ring_finger.BMP","Levi Simonis"
"324__M_Right_thumb_finger.BMP","Levi Simonis"
"325__M_Left_index_finger.BMP","Myron Langworth"
"325__M_Left_little_finger.BMP","Myron Langworth"
"325__M_Left_middle_finger.BMP","Myron Langworth"
"325__M_Left_ring_finger.BMP","Myron Langworth"
"325__M_Left_thumb_finger.BMP","Myron Langworth"
"325__M_Right_index_finger.BMP","Myron Langworth"
"325__M_Right_little_finger.BMP","Myron Langworth"
"325__M_Right_middle_finger.BMP","Myron Langworth"
"325__M_Right_ring_finger.BMP","Myron Langworth"
"325__M_Right_thumb_finger.BMP","Myron Langworth"
"326__M_Left_index_finger.BMP","Claudia Ziemann"
"326__M_Left_little_finger.BMP","Claudia Ziemann"
"326__M_Left_middle_finger.BMP","Claudia Ziemann"
"326__M_Left_ring_finger.BMP","Claudia Ziemann"
"326__M_Left_thumb_finger.BMP","Claudia Ziemann"
"326__M_Right_index_finger.BMP","Claudia Ziemann"
"326__M_Right_little_finger.BMP","Claudia Ziemann"
"326__M_Right_middle_finger.BMP","Claudia Ziemann"
"326__M_Right_ring_finger.BMP","Claudia Ziemann"
"326__M_Right_thumb_finger.BMP","Claudia Ziemann"
"327__M_Left_index_finger.BMP","Rachel Parker"
"327__M_Left_little_finger.BMP","Rachel Parker"
"327__M_Left_middle_finger.BMP","Rachel Parker"
"327__M_Left_ring_finger.BMP","Rachel Parker"
"327__M_Left_thumb_finger.BMP","Rachel Parker"
"327__M_Right_index_finger.BMP","Rachel Parker"
"327__M_Right_little_finger.BMP","Rachel Parker"
"327__M_Right_middle_finger.BMP","Rachel Parker"
"327__M_Right_ring_finger.BMP","Rachel Parker"
"327__M_Right_thumb_finger.BMP","Rachel Parker"
"328__M_Left_index_finger.BMP","Tiffany Wiza"
"328__M_Left_little_finger.BMP","Tiffany Wiza"
"328__M_Left_middle_finger.BMP","Tiffany Wiza"
"328__M_Left_ring_finger.BMP","Tiffany Wiza"
"328__M_Left_thumb_finger.BMP","Tiffany Wiza"
"328__M_Right_index_finger.BMP","Tiffany Wiza"
"328__M_Right_little_finger.BMP","Tiffany Wiza"
"328__M_Right_middle_finger.BMP","Tiffany Wiza"
"328__M_Right_ring_finger.BMP","Tiffany Wiza"
"328__M_Right_thumb_finger.BMP","Tiffany Wiza"
"329__M_Left_index_finger.BMP","Miss Lynda Crona"
"329__M_Left_little_finger.BMP","Miss Lynda Crona"
"329__M_Left_middle_finger.BMP","Miss Lynda Crona"
"329__M_Left_ring_finger.BMP","Miss Lynda Crona"
"329__M_Left_thumb_finger.BMP","Miss Lynda Crona"
"329__M_Right_index_finger.BMP","Miss Lynda Crona"
"329__M_Right_little_finger.BMP","Miss Lynda Crona"
"329__M_Right_middle_finger.BMP","Miss Lynda Crona"
"329__M_Right_ring_finger.BMP","Miss Lynda Crona"
"329__M_Right_thumb_finger.BMP","Miss Lynda Crona"
"330__M_Left_index_finger.BMP","Marvin Ernser"
"330__M_Left_little_finger.BMP","Marvin Ernser"
"330__M_Left_middle_finger.BMP","Marvin Ernser"
"330__M_Left_ring_finger.BMP","Marvin Ernser"
"330__M_Left_thumb_finger.BMP","Marvin Ernser"
"330__M_Right_index_finger.BMP","Marvin Ernser"
"330__M_Right_little_finger.BMP","Marvin Ernser"
"330__M_Right_middle_finger.BMP","Marvin Ernser"
"330__M_Right_ring_finger.BMP","Marvin Ernser"
"330__M_Right_thumb_finger.BMP","Marvin Ernser"
"331__M_Left_index_finger.BMP","Ross Ortiz"
"331__M_Left_little_finger.BMP","Ross Ortiz"
"331__M_Left_middle_finger.BMP","Ross Ortiz"
"331__M_Left_ring_finger.BMP","Ross Ortiz"
"331__M_Left_thumb_finger.BMP","Ross Ortiz"
"331__M_Right_index_finger.BMP","Ross Ortiz"
"331__M_Right_little_finger.BMP","Ross Ortiz"
"331__M_Right_middle_finger.BMP","Ross Ortiz"
"331__M_Right_ring_finger.BMP","Ross Ortiz"
"331__M_Right_thumb_finger.BMP","Ross Ortiz"
"332__M_Left_index_finger.BMP","Helen Bartell"
"332__M_Left_little_finger.BMP","Helen Bartell"
"332__M_Left_middle_finger.BMP","Helen Bartell"
"332__M_Left_ring_finger.BMP","Helen Bartell"
"332__M_Left_thumb_finger.BMP","Helen Bartell"
"332__M_Right_index_finger.BMP","Helen Bartell"
"332__M_Right_little_finger.BMP","Helen Bartell"
"332__M_Right_middle_finger.BMP","Helen Bartell"
"332__M_Right_ring_finger.BMP","Helen Bartell"
"332__M_Right_thumb_finger.BMP","Helen Bartell"
"333__M_Left_index_finger.BMP","Jonathon Yost Jr."
"333__M_Left_little_finger.BMP","Jonathon Yost Jr."
"333__M_Left_middle_finger.BMP","Jonathon Yost Jr."
"333__M_Left_ring_finger.BMP","Jonathon Yost Jr."
"333__M_Left_thumb_finger.BMP","Jonathon Yost Jr."
"333__M_Right_index_finger.BMP","Jonathon Yost Jr."
"333__M_Right_little_finger.BMP","Jonathon Yost Jr."
"333__M_Right_middle_finger.BMP","Jonathon Yost Jr."
"333__M_Right_ring_finger.BMP","Jonathon Yost Jr."
"333__M_Right_thumb_finger.BMP","Jonathon Yost Jr."
"334__F_Left_index_finger.BMP","Karla Nienow"
"334__F_Left_little_finger.BMP","Karla Nienow"
"334__F_Left_middle_finger.BMP","Karla Nienow"
"334__F_Left_ring_finger.BMP","Karla Nienow"
"334__F_Left_thumb_finger.BMP","Karla Nienow"
"334__F_Right_index_finger.BMP","Karla Nienow"
"334__F_Right_little_finger.BMP","Karla Nienow"
"334__F_Right_middle_finger.BMP","Karla Nienow"
"334__F_Right_ring_finger.BMP","Karla Nienow"
"334__F_Right_thumb_finger.BMP","Karla Nienow"
"335__M_Left_index_finger.BMP","Joyce Reynolds"
"335__M_Left_little_finger.BMP","Joyce Reynolds"
"335__M_Left_middle_finger.BMP","Joyce Reynolds"
"335__M_Left_ring_finger.BMP","Joyce Reynolds"
"335__M_Left_thumb_finger.BMP","Joyce Reynolds"
"335__M_Right_index_finger.BMP","Joyce Reynolds"
"335__M_Right_little_finger.BMP","Joyce Reynolds"
"335__M_Right_middle_finger.BMP","Joyce Reynolds"
"335__M_Right_ring_finger.BMP","Joyce Reynolds"
"335__M_Right_thumb_finger.BMP","Joyce Reynolds"
"336__M_Left_index_finger.BMP","Naomi Balistreri"
"336__M_Left_little_finger.BMP","Naomi Balistreri"
"336__M_Left_middle_finger.BMP","Naomi Balistreri"
"336__M_Left_ring_finger.BMP","Naomi Balistreri"
"336__M_Left_thumb_finger.BMP","Naomi Balistreri"
"336__M_Right_index_finger.BMP","Naomi Balistreri"
"336__M_Right_little_finger.BMP","Naomi Balistreri"
"336__M_Right_middle_finger.BMP","Naomi Balistreri"
"336__M_Right_ring_finger.BMP","Naomi Balistreri"
"336__M_Right_thumb_finger.BMP","Naomi Balistreri"
"337__F_Left_index_finger.BMP","Latoya Beer I"
"337__F_Left_little_finger.BMP","Latoya Beer I"
"337__F_Left_middle_finger.BMP","Latoya Beer I"
"337__F_Left_ring_finger.BMP","Latoya Beer I"
"337__F_Left_thumb_finger.BMP","Latoya Beer I"
"337__F_Right_index_finger.BMP","Latoya Beer I"
"337__F_Right_little_finger.BMP","Latoya Beer I"
"337__F_Right_middle_finger.BMP","Latoya Beer I"
"337__F_Right_ring_finger.BMP","Latoya Beer I"
"337__F_Right_thumb_finger.BMP","Latoya Beer I"
"338__M_Left_index_finger.BMP","Bobbie Rath"
"338__M_Left_little_finger.BMP","Bobbie Rath"
"338__M_Left_middle_finger.BMP","Bobbie Rath"
"338__M_Left_ring_finger.BMP","Bobbie Rath"
"338__M_Left_thumb_finger.BMP","Bobbie Rath"
"338__M_Right_index_finger.BMP","Bobbie Rath"
"338__M_Right_little_finger.BMP","Bobbie Rath"
"338__M_Right_middle_finger.BMP","Bobbie Rath"
"338__M_Right_ring_finger.BMP","Bobbie Rath"
"338__M_Right_thumb_finger.BMP","Bobbie Rath"
"339__M_Left_index_finger.BMP","June Moen"
"339__M_Left_little_finger.BMP","June Moen"
"339__M_Left_middle_finger.BMP","June Moen"
"339__M_Left_ring_finger.BMP","June Moen"
"339__M_Left_thumb_finger.BMP","June Moen"
"339__M_Right_index_finger.BMP","June Moen"
"339__M_Right_little_finger.BMP","June Moen"
"339__M_Right_middle_finger.BMP","June Moen"
"339__M_Right_ring_finger.BMP","June Moen"
"339__M_Right_thumb_finger.BMP","June Moen"
"340__M_Left_index_finger.BMP","Deanna Mann"
"340__M_Left_little_finger.BMP","Deanna Mann"
"340__M_Left_middle_finger.BMP","Deanna Mann"
"340__M_Left_ring_finger.BMP","Deanna Mann"
"340__M_Left_thumb_finger.BMP","Deanna Mann"
"340__M_Right_index_finger.BMP","Deanna Mann"
"340__M_Right_little_finger.BMP","Deanna Mann"
"340__M_Right_middle_finger.BMP","Deanna Mann"
"340__M_Right_ring_finger.BMP","Deanna Mann"
"340__M_Right_thumb_finger.BMP","Deanna Mann"
"341__M_Left_index_finger.BMP","Angel Wiza"
"341__M_Left_little_finger.BMP","Angel Wiza"
"341__M_Left_middle_finger.BMP","Angel Wiza"
"341__M_Left_ring_finger.BMP","Angel Wiza"
"341__M_Left_thumb_finger.BMP","Angel Wiza"
"341__M_Right_index_finger.BMP","Angel Wiza"
"341__M_Right_little_finger.BMP","Angel Wiza"
"341__M_Right_middle_finger.BMP","Angel Wiza"
"341__M_Right_ring_finger.BMP","Angel Wiza"
"341__M_Right_thumb_finger.BMP","Angel Wiza"
"342__M_Left_index_finger.BMP","Darrel Blanda"
"342__M_Left_little_finger.BMP","Darrel Blanda"
"342__M_Left_middle_finger.BMP","Darrel Blanda"
"342__M_Left_ring_finger.BMP","Darrel Blanda"
"342__M_Left_thumb_finger.BMP","Darrel Blanda"
"342__M_Right_index_finger.BMP","Darrel Blanda"
"342__M_Right_little_finger.BMP","Darrel Blanda"
"342__M_Right_middle_finger.BMP","Darrel Blanda"
"342__M_Right_ring_finger.BMP","Darrel Blanda"
"342__M_Right_thumb_finger.BMP","Darrel Blanda"
"343__M_Left_index_finger.BMP","Mabel Stiedemann-Beatty"
"343__M_Left_little_finger.BMP","Mabel Stiedemann-Beatty"
"343__M_Left_middle_finger.BMP","Mabel Stiedemann-Beatty"
"343__M_Left_ring_finger.BMP","Mabel Stiedemann-Beatty"
"343__M_Left_thumb_finger.BMP","Mabel Stiedemann-Beatty"
"343__M_Right_index_finger.BMP","Mabel Stiedemann-Beatty"
"343__M_Right_little_finger.BMP","Mabel Stiedemann-Beatty"
"343__M_Right_middle_finger.BMP","Mabel Stiedemann-Beatty"
"343__M_Right_ring_finger.BMP","Mabel Stiedemann-Beatty"
"343__M_Right_thumb_finger.BMP","Mabel Stiedemann-Beatty"
"344__M_Left_index_finger.BMP","Andrea Kozey"
"344__M_Left_little_finger.BMP","Andrea Kozey"
"344__M_Left_middle_finger.BMP","Andrea Kozey"
"344__M_Left_ring_finger.BMP","Andrea Kozey"
"344__M_Left_thumb_finger.BMP","Andrea Kozey"
"344__M_Right_index_finger.BMP","Andrea Kozey"
"344__M_Right_little_finger.BMP","Andrea Kozey"
"344__M_Right_middle_finger.BMP","Andrea Kozey"
"344__M_Right_ring_finger.BMP","Andrea Kozey"
"344__M_Right_thumb_finger.BMP","Andrea Kozey"
"345__M_Left_index_finger.BMP","Javier Bradtke"
"345__M_Left_little_finger.BMP","Javier Bradtke"
"345__M_Left_middle_finger.BMP","Javier Bradtke"
"345__M_Left_ring_finger.BMP","Javier Bradtke"
"345__M_Left_thumb_finger.BMP","Javier Bradtke"
"345__M_Right_index_finger.BMP","Javier Bradtke"
"345__M_Right_little_finger.BMP","Javier Bradtke"
"345__M_Right_middle_finger.BMP","Javier Bradtke"
"345__M_Right_ring_finger.BMP","Javier Bradtke"
"345__M_Right_thumb_finger.BMP","Javier Bradtke"
"346__M_Left_index_finger.BMP","Duane Harris"
"346__M_Left_little_finger.BMP","Duane Harris"
"346__M_Left_middle_finger.BMP","Duane Harris"
"346__M_Left_ring_finger.BMP","Duane Harris"
"346__M_Left_thumb_finger.BMP","Duane Harris"
"346__M_Right_index_finger.BMP","Duane Harris"
"346__M_Right_little_finger.BMP","Duane Harris"
"346__M_Right_middle_finger.BMP","Duane Harris"
"346__M_Right_ring_finger.BMP","Duane Harris"
"346__M_Right_thumb_finger.BMP","Duane Harris"
"347__M_Left_index_finger.BMP","Dr. Tasha Corkery"
"347__M_Left_little_finger.BMP","Dr. Tasha Corkery"
"347__M_Left_middle_finger.BMP","Dr. Tasha Corkery"
"347__M_Left_ring_finger.BMP","Dr. Tasha Corkery"
"347__M_Left_thumb_finger.BMP","Dr. Tasha Corkery"
"347__M_Right_index_finger.BMP","Dr. Tasha Corkery"
"347__M_Right_little_finger.BMP","Dr. Tasha Corkery"
"347__M_Right_middle_finger.BMP","Dr. Tasha Corkery"
"347__M_Right_ring_finger.BMP","Dr. Tasha Corkery"
"347__M_Right_thumb_finger.BMP","Dr. Tasha Corkery"
"348__F_Left_index_finger.BMP","Mrs. Ernestine Jones"
"348__F_Left_little_finger.BMP","Mrs. Ernestine Jones"
"348__F_Left_middle_finger.BMP","Mrs. Ernestine Jones"
"348__F_Left_ring_finger.BMP","Mrs. Ernestine Jones"
"348__F_Left_thumb_finger.BMP","Mrs. Ernestine Jones"
"348__F_Right_index_finger.BMP","Mrs. Ernestine Jones"
"348__F_Right_little_finger.BMP","Mrs. Ernestine Jones"
"348__F_Right_middle_finger.BMP","Mrs. Ernestine Jones"
"348__F_Right_ring_finger.BMP","Mrs. Ernestine Jones"
"348__F_Right_thumb_finger.BMP","Mrs. Ernestine Jones"
"349__M_Left_index_finger.BMP","Gary DuBuque"
"349__M_Left_little_finger.BMP","Gary DuBuque"
"349__M_Left_middle_finger.BMP","Gary DuBuque"
"349__M_Left_ring_finger.BMP","Gary DuBuque"
"349__M_Left_thumb_finger.BMP","Gary DuBuque"
"349__M_Right_index_finger.BMP","Gary DuBuque"
"349__M_Right_little_finger.BMP","Gary DuBuque"
"349__M_Right_middle_finger.BMP","Gary DuBuque"
"349__M_Right_ring_finger.BMP","Gary DuBuque"
"349__M_Right_thumb_finger.BMP","Gary DuBuque"
"350__M_Left_index_finger.BMP","Elizabeth Grimes"
"350__M_Left_little_finger.BMP","Elizabeth Grimes"
"350__M_Left_middle_finger.BMP","Elizabeth Grimes"
"350__M_Left_ring_finger.BMP","Elizabeth Grimes"
"350__M_Left_thumb_finger.BMP","Elizabeth Grimes"
"350__M_Right_index_finger.BMP","Elizabeth Grimes"
"350__M_Right_little_finger.BMP","Elizabeth Grimes"
"350__M_Right_middle_finger.BMP","Elizabeth Grimes"
"350__M_Right_ring_finger.BMP","Elizabeth Grimes"
"350__M_Right_thumb_finger.BMP","Elizabeth Grimes"
"351__M_Left_index_finger.BMP","Joyce Quigley"
"351__M_Left_little_finger.BMP","Joyce Quigley"
"351__M_Left_middle_finger.BMP","Joyce Quigley"
"351__M_Left_ring_finger.BMP","Joyce Quigley"
"351__M_Left_thumb_finger.BMP","Joyce Quigley"
"351__M_Right_index_finger.BMP","Joyce Quigley"
"351__M_Right_little_finger.BMP","Joyce Quigley"
"351__M_Right_middle_finger.BMP","Joyce Quigley"
"351__M_Right_ring_finger.BMP","Joyce Quigley"
"351__M_Right_thumb_finger.BMP","Joyce Quigley"
"352__M_Left_index_finger.BMP","Marlon Kub"
"352__M_Left_little_finger.BMP","Marlon Kub"
"352__M_Left_middle_finger.BMP","Marlon Kub"
"352__M_Left_ring_finger.BMP","Marlon Kub"
"352__M_Left_thumb_finger.BMP","Marlon Kub"
"352__M_Right_index_finger.BMP","Marlon Kub"
"352__M_Right_little_finger.BMP","Marlon Kub"
"352__M_Right_middle_finger.BMP","Marlon Kub"
"352__M_Right_ring_finger.BMP","Marlon Kub"
"352__M_Right_thumb_finger.BMP","Marlon Kub"
"353__M_Left_index_finger.BMP","Erma White"
"353__M_Left_little_finger.BMP","Erma White"
"353__M_Left_middle_finger.BMP","Erma White"
"353__M_Left_ring_finger.BMP","Erma White"
"353__M_Left_thumb_finger.BMP","Erma White"
"353__M_Right_index_finger.BMP","Erma White"
"353__M_Right_little_finger.BMP","Erma White"
"353__M_Right_middle_finger.BMP","Erma White"
"353__M_Right_ring_finger.BMP","Erma White"
"353__M_Right_thumb_finger.BMP","Erma White"
"354__M_Left_index_finger.BMP","Jeremy Pfeffer"
"354__M_Left_little_finger.BMP","Jeremy Pfeffer"
"354__M_Left_middle_finger.BMP","Jeremy Pfeffer"
"354__M_Left_ring_finger.BMP","Jeremy Pfeffer"
"354__M_Left_thumb_finger.BMP","Jeremy Pfeffer"
"354__M_Right_index_finger.BMP","Jeremy Pfeffer"
"354__M_Right_little_finger.BMP","Jeremy Pfeffer"
"354__M_Right_middle_finger.BMP","Jeremy Pfeffer"
"354__M_Right_ring_finger.BMP","Jeremy Pfeffer"
"354__M_Right_thumb_finger.BMP","Jeremy Pfeffer"
"355__M_Left_index_finger.BMP","Alberta Turcotte"
"355__M_Left_little_finger.BMP","Alberta Turcotte"
"355__M_Left_middle_finger.BMP","Alberta Turcotte"
"355__M_Left_ring_finger.BMP","Alberta Turcotte"
"355__M_Left_thumb_finger.BMP","Alberta Turcotte"
"355__M_Right_index_finger.BMP","Alberta Turcotte"
"355__M_Right_little_finger.BMP","Alberta Turcotte"
"355__M_Right_middle_finger.BMP","Alberta Turcotte"
"355__M_Right_ring_finger.BMP","Alberta Turcotte"
"355__M_Right_thumb_finger.BMP","Alberta Turcotte"
"356__M_Left_index_finger.BMP","James Kuhn"
"356__M_Left_little_finger.BMP","James Kuhn"
"356__M_Left_middle_finger.BMP","James Kuhn"
"356__M_Left_ring_finger.BMP","James Kuhn"
"356__M_Left_thumb_finger.BMP","James Kuhn"
"356__M_Right_index_finger.BMP","James Kuhn"
"356__M_Right_little_finger.BMP","James Kuhn"
"356__M_Right_middle_finger.BMP","James Kuhn"
"356__M_Right_ring_finger.BMP","James Kuhn"
"356__M_Right_thumb_finger.BMP","James Kuhn"
"357__M_Left_index_finger.BMP","Monique Mraz"
"357__M_Left_little_finger.BMP","Monique Mraz"
"357__M_Left_middle_finger.BMP","Monique Mraz"
"357__M_Left_ring_finger.BMP","Monique Mraz"
"357__M_Left_thumb_finger.BMP","Monique Mraz"
"357__M_Right_index_finger.BMP","Monique Mraz"
"357__M_Right_little_finger.BMP","Monique Mraz"
"357__M_Right_middle_finger.BMP","Monique Mraz"
"357__M_Right_ring_finger.BMP","Monique Mraz"
"357__M_Right_thumb_finger.BMP","Monique Mraz"
"358__M_Left_index_finger.BMP","Patrick West"
"358__M_Left_little_finger.BMP","Patrick West"
"358__M_Left_middle_finger.BMP","Patrick West"
"358__M_Left_ring_finger.BMP","Patrick West"
"358__M_Left_thumb_finger.BMP","Patrick West"
"358__M_Right_index_finger.BMP","Patrick West"
"358__M_Right_little_finger.BMP","Patrick West"
"358__M_Right_middle_finger.BMP","Patrick West"
"358__M_Right_ring_finger.BMP","Patrick West"
"358__M_Right_thumb_finger.BMP","Patrick West"
"359__M_Left_index_finger.BMP","Roderick Jaskolski"
"359__M_Left_little_finger.BMP","Roderick Jaskolski"
"359__M_Left_middle_finger.BMP","Roderick Jaskolski"
"359__M_Left_ring_finger.BMP","Roderick Jaskolski"
"359__M_Left_thumb_finger.BMP","Roderick Jaskolski"
"359__M_Right_index_finger.BMP","Roderick Jaskolski"
"359__M_Right_little_finger.BMP","Roderick Jaskolski"
"359__M_Right_middle_finger.BMP","Roderick Jaskolski"
"359__M_Right_ring_finger.BMP","Roderick Jaskolski"
"359__M_Right_thumb_finger.BMP","Roderick Jaskolski"
"360__M_Left_index_finger.BMP","Jean Pfeffer"
"360__M_Left_little_finger.BMP","Jean Pfeffer"
"360__M_Left_middle_finger.BMP","Jean Pfeffer"
"360__M_Left_ring_finger.BMP","Jean Pfeffer"
"360__M_Left_thumb_finger.BMP","Jean Pfeffer"
"360__M_Right_index_finger.BMP","Jean Pfeffer"
"360__M_Right_little_finger.BMP","Jean Pfeffer"
"360__M_Right_middle_finger.BMP","Jean Pfeffer"
"360__M_Right_ring_finger.BMP","Jean Pfeffer"
"360__M_Right_thumb_finger.BMP","Jean Pfeffer"
"361__M_Left_index_finger.BMP","Roy Spencer-Pacocha IV"
"361__M_Left_little_finger.BMP","Roy Spencer-Pacocha IV"
"361__M_Left_middle_finger.BMP","Roy Spencer-Pacocha IV"
"361__M_Left_ring_finger.BMP","Roy Spencer-Pacocha IV"
"361__M_Left_thumb_finger.BMP","Roy Spencer-Pacocha IV"
"361__M_Right_index_finger.BMP","Roy Spencer-Pacocha IV"
"361__M_Right_little_finger.BMP","Roy Spencer-Pacocha IV"
"361__M_Right_middle_finger.BMP","Roy Spencer-Pacocha IV"
"361__M_Right_ring_finger.BMP","Roy Spencer-Pacocha IV"
"361__M_Right_thumb_finger.BMP","Roy Spencer-Pacocha IV"
"362__M_Left_index_finger.BMP","Daryl Schinner"
"362__M_Left_little_finger.BMP","Daryl Schinner"
"362__M_Left_middle_finger.BMP","Daryl Schinner"
"362__M_Left_ring_finger.BMP","Daryl Schinner"
"362__M_Left_thumb_finger.BMP","Daryl Schinner"
"362__M_Right_index_finger.BMP","Daryl Schinner"
"362__M_Right_little_finger.BMP","Daryl Schinner"
"362__M_Right_middle_finger.BMP","Daryl Schinner"
"362__M_Right_ring_finger.BMP","Daryl Schinner"
"362__M_Right_thumb_finger.BMP","Daryl Schinner"
"363__M_Left_index_finger.BMP","Alonzo Stokes II"
"363__M_Left_little_finger.BMP","Alonzo Stokes II"
"363__M_Left_middle_finger.BMP","Alonzo Stokes II"
"363__M_Left_ring_finger.BMP","Alonzo Stokes II"
"363__M_Left_thumb_finger.BMP","Alonzo Stokes II"
"363__M_Right_index_finger.BMP","Alonzo Stokes II"
"363__M_Right_little_finger.BMP","Alonzo Stokes II"
"363__M_Right_middle_finger.BMP","Alonzo Stokes II"
"363__M_Right_ring_finger.BMP","Alonzo Stokes II"
"363__M_Right_thumb_finger.BMP","Alonzo Stokes II"
"364__M_Left_index_finger.BMP","Priscilla Kunde"
"364__M_Left_little_finger.BMP","Priscilla Kunde"
"364__M_Left_middle_finger.BMP","Priscilla Kunde"
"364__M_Left_ring_finger.BMP","Priscilla Kunde"
"364__M_Left_thumb_finger.BMP","Priscilla Kunde"
"364__M_Right_index_finger.BMP","Priscilla Kunde"
